Unnamed: 0,Unnamed: 1,Unnamed: 2,Passing,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Rushing,Unnamed: 10,Unnamed: 11,Unnamed: 12,Receiving,Unnamed: 14,Unnamed: 15,Unnamed: 16,Fumbles,Unnamed: 18
Player,Bye,Pts*,Att,Cmp,Yds,TD,Int,2Pt,Att,Yds,TD,2Pt,Rec,Yds,TD,2Pt,FL,TD
Trevor Lawrence,7,212,602,359,3641,12,17,2,73,334,2,0,0,0,0,0,5,0
Najee Harris,7,211,0,0,0,0,0,0,307,1200,7,0,74,467,3,0,0,0
James Conner,12,210,0,0,0,0,0,0,202,752,15,0,37,375,3,0,0,0
Baker Mayfield,13,205,418,253,3010,17,13,2,37,134,1,0,0,11,0,0,3,0
Tua Tagovailoa,14,204,388,263,2653,16,10,1,42,128,3,0,0,0,0,0,1,0
Ezekiel Elliott,7,194,1,1,4,0,0,0,237,1002,10,3,47,287,2,0,1,0
Damien Harris,14,186,0,0,0,0,0,0,202,929,15,0,18,132,0,0,2,0
Mark Andrews,8,185,0,0,0,0,0,0,1,0,0,0,107,1361,9,2,0,0
Nick Chubb,13,184,0,0,0,0,0,0,228,1259,8,0,20,174,1,0,1,0
Davis Mills,10,182,394,263,2664,16,10,1,18,44,0,1,0,0,0,0,1,0
Mike Evans,9,180,0,0,0,0,0,0,1,10,0,0,74,1035,14,0,0,0
Antonio Gibson,9,178,0,0,0,0,0,0,258,1037,7,1,42,294,3,0,4,0
Daniel Jones,10,177,361,232,2428,10,7,1,62,298,2,2,1,16,0,0,3,0
Alvin Kamara,6,177,0,0,0,0,0,0,240,898,4,0,47,439,5,0,0,0
Stefon Diggs,7,176,0,0,0,0,0,0,0,0,0,0,103,1225,10,0,0,0
Tyreek Hill,12,175,0,0,0,0,0,0,9,96,0,0,111,1239,9,0,1,0
Leonard Fournette,9,173,1,0,0,0,0,0,180,812,8,0,69,454,2,0,0,0
Derrick Henry,13,171,1,1,5,1,0,0,219,937,10,1,18,154,0,0,0,0
Sam Darnold,13,170,406,243,2527,9,13,1,48,222,5,0,0,0,0,0,4,0
Cordarrelle Patterson,6,170,1,0,0,0,0,0,153,618,6,0,52,548,5,0,0,0
Aaron Jones,13,166,0,0,0,0,0,0,171,799,4,0,52,391,6,0,1,0
Dalvin Cook,7,164,0,0,0,0,0,0,249,1159,6,1,34,224,0,0,2,0
Mike Williams,7,163,0,0,0,0,0,0,0,0,0,0,76,1146,9,1,0,0
Zach Wilson,6,163,383,213,2334,9,11,1,29,185,4,1,0,0,0,0,1,0
Diontae Johnson,7,162,0,0,0,0,0,0,5,53,0,0,107,1161,8,1,2,0
Travis Kelce,12,162,0,0,0,0,0,0,2,3,1,0,92,1125,9,0,1,0
D.K. Metcalf,9,162,0,0,0,0,0,0,1,6,0,0,75,967,12,0,0,0
Tyler Lockett,9,161,0,0,0,0,0,0,2,9,0,0,73,1175,8,1,0,0
Melvin Gordon,11,159,0,0,0,0,0,0,203,918,8,0,28,213,2,0,3,0
Josh Jacobs,8,159,0,0,0,0,0,0,217,872,9,0,54,348,0,0,2,0
Javonte Williams,11,151,0,0,0,0,0,0,203,903,4,0,43,316,3,0,1,0
Hunter Renfrow,8,149,0,0,0,0,0,0,3,3,0,0,103,1038,9,0,1,0
CeeDee Lamb,7,146,0,0,0,0,0,0,9,76,0,0,79,1102,6,0,0,0
Keenan Allen,7,145,1,0,0,0,0,1,0,0,0,0,106,1138,6,0,0,0
David Montgomery,10,143,1,0,0,0,1,0,225,849,7,0,42,301,0,0,1,0
Devin Singletary,7,142,0,0,0,0,0,0,188,870,7,0,40,228,1,0,0,0
Jameis Winston,6,141,161,95,1170,14,3,0,32,166,1,0,0,0,0,0,1,0
Tee Higgins,10,140,0,0,0,0,0,0,0,0,0,0,74,1091,6,1,1,0
Michael Pittman,14,140,0,0,0,0,0,0,5,44,0,0,88,1082,6,1,0,0
Chris Godwin,9,139,0,0,0,0,0,0,4,21,1,0,98,1103,5,0,2,0
AJ Dillon,13,138,0,0,0,0,0,0,187,803,5,0,34,313,2,0,1,0
Elijah Mitchell,6,138,0,0,0,0,0,0,207,963,5,0,19,137,1,0,0,0
Darrel Williams,12,138,0,0,0,0,0,0,144,558,6,0,47,452,2,0,0,0
D'Andre Swift,9,137,1,0,0,0,0,0,151,617,5,0,62,452,2,0,1,0
D.J. Moore,13,136,0,0,0,0,0,0,8,48,0,0,93,1157,4,1,1,0
Jaylen Waddle,14,136,0,0,0,0,0,0,2,3,1,0,104,1015,6,0,1,0
Justin Fields,10,135,270,159,1870,7,10,0,72,420,2,0,0,0,0,0,5,0
Brandin Cooks,10,133,0,0,0,0,0,0,2,21,0,0,90,1037,6,0,0,0
Terry McLaurin,9,131,0,0,0,0,0,0,1,12,0,0,77,1053,5,0,0,0
James Robinson,7,131,0,0,0,0,0,0,164,767,8,0,31,222,0,0,2,0
Marquise Brown,8,129,0,0,0,0,0,0,1,5,0,0,91,1008,6,0,1,0
Amon-Ra St. Brown,9,129,0,0,0,0,0,0,7,61,1,0,90,912,5,2,0,0
Darnell Mooney,10,128,0,0,0,0,0,0,6,32,1,0,81,1055,4,0,0,0
Adam Thielen,7,128,0,0,0,0,0,0,1,2,0,0,67,726,10,0,0,0
Amari Cooper,7,127,0,0,0,0,0,0,0,0,0,0,68,865,8,0,0,0
Darrell Henderson,11,123,0,0,0,0,0,0,149,688,5,0,29,176,3,0,0,0
Dalton Schultz,7,123,0,0,0,0,0,0,0,0,0,0,78,808,8,1,0,0
Christian Kirk,12,122,1,1,33,0,0,0,1,11,0,0,77,982,5,0,0,0
George Kittle,6,122,0,0,0,0,0,0,3,20,0,0,71,910,6,0,1,0
Taysom Hill,6,117,134,78,978,4,5,0,70,374,5,0,4,52,0,0,0,0
DeVonta Smith,14,117,0,0,0,0,0,0,0,0,0,0,64,916,5,1,1,0
Kendrick Bourne,14,116,1,1,25,1,0,0,12,125,0,0,55,800,5,0,1,0
Sony Michel,11,116,0,0,0,0,0,0,208,845,4,0,21,128,1,0,1,0
Van Jefferson,11,112,0,0,0,0,0,0,2,20,0,0,50,802,6,0,0,0
A.J. Brown,13,111,2,0,0,0,0,0,2,10,0,0,63,869,5,0,0,0
Myles Gaskin,14,111,0,0,0,0,0,0,173,612,3,0,49,234,4,0,1,0
Rob Gronkowski,9,111,0,0,0,0,0,0,0,0,0,0,55,802,6,0,0,0
Dawson Knox,7,108,0,0,0,0,0,1,0,4,0,0,49,587,9,0,0,0
Rashaad Penny,9,108,0,0,0,0,0,0,119,749,6,0,6,48,0,0,0,0
Trevor Siemian,6,108,188,108,1154,11,3,0,9,20,1,0,0,0,0,0,1,0
Brandon Aiyuk,6,106,0,0,0,0,0,0,5,17,0,0,56,826,5,1,1,0
Tyler Boyd,10,106,1,1,46,0,0,0,2,22,0,0,67,828,5,0,0,0
Hunter Henry,14,106,0,0,0,0,0,0,0,0,0,0,50,603,9,0,0,0
Tony Pollard,7,106,0,0,0,0,0,0,130,719,2,0,39,337,0,0,0,0
Michael Carter,6,104,0,0,0,0,0,0,147,639,4,0,36,325,0,0,1,0
Dallas Goedert,14,103,0,0,0,0,0,0,0,0,0,0,56,830,4,1,0,0
Chuba Hubbard,13,102,0,0,0,0,0,0,172,612,5,0,25,174,1,0,1,0
K.J. Osborn,7,102,0,0,0,0,0,0,1,10,0,0,50,655,7,0,0,0
Saquon Barkley,10,101,0,0,0,0,0,0,162,593,2,0,41,263,2,0,1,0
DeAndre Hopkins,12,101,0,0,0,0,0,0,0,0,0,0,42,572,8,0,0,0
Marvin Jones,7,101,0,0,0,0,0,0,0,0,0,0,73,832,4,0,0,0
Kyle Pitts,6,101,0,0,0,0,0,0,0,0,0,0,68,1026,1,0,0,0
Chase Claypool,7,100,0,0,0,0,0,0,14,96,0,0,59,860,2,0,0,0
Devonta Freeman,8,100,0,0,0,0,0,0,133,576,5,0,34,190,1,0,0,0
Marquez Callaway,6,99,0,0,0,0,0,0,0,0,0,0,46,698,6,0,0,0
Zach Ertz,12,99,0,0,0,0,0,0,1,4,0,0,74,763,5,0,0,0
Andy Dalton,10,96,236,149,1515,8,9,2,16,76,0,0,0,0,0,0,1,0
A.J. Green,12,96,0,0,0,0,0,0,0,0,0,0,54,848,3,0,0,0
Allen Lazard,13,96,0,0,0,0,0,0,3,32,0,0,40,513,8,0,0,0
Russell Gage,6,94,0,0,0,0,0,0,0,0,0,0,66,770,4,0,2,0
Jakobi Meyers,14,94,2,2,45,0,0,0,1,9,0,0,83,866,2,2,1,0
Tim Patrick,11,94,0,0,0,0,0,0,0,0,0,0,53,734,5,0,0,0
Cedrick Wilson,7,94,3,3,88,0,0,0,2,11,0,0,45,602,6,1,0,0
Clyde Edwards-Helaire,12,92,0,0,0,0,0,0,119,517,4,0,19,129,2,1,2,0
Rhamondre Stevenson,14,92,0,0,0,0,0,0,133,606,5,0,14,123,0,0,1,0
Chase Edmonds,12,90,0,0,0,0,0,0,116,592,2,0,43,311,0,0,1,0
Cam Newton,13,90,126,69,684,4,5,1,47,230,5,0,0,0,0,0,1,0
Devontae Booker,10,88,0,0,0,0,0,0,145,593,2,0,40,268,1,0,0,0
Elijah Moore,6,88,0,0,0,0,0,0,5,54,1,0,43,538,5,0,0,0
Pat Freiermuth,7,87,0,0,0,0,0,0,0,0,0,0,60,497,7,1,1,0
Tyrod Taylor,10,87,150,91,966,5,5,0,19,151,3,0,0,0,0,0,0,0
Mike Davis,6,86,0,0,0,0,0,0,138,503,3,0,44,259,1,0,3,0
Mike Gesicki,14,86,1,0,0,0,0,0,0,0,0,0,73,780,2,1,0,0
Tyler Huntley,8,86,188,122,1081,3,4,0,47,294,2,0,0,0,0,0,3,0
Alexander Mattison,7,86,0,0,0,0,0,0,134,491,3,0,32,228,1,0,1,0
Latavius Murray,8,86,0,0,0,0,0,0,119,501,6,0,10,75,0,0,0,0
Robert Woods,11,86,0,0,0,0,0,0,8,46,1,0,45,556,4,1,0,0
Gabriel Davis,7,85,0,0,0,0,0,0,0,0,0,0,35,549,6,0,0,0
Noah Fant,11,84,0,0,0,0,0,0,0,0,0,0,68,670,4,0,0,0
Christian McCaffrey,13,84,0,0,0,0,0,0,99,442,1,0,37,343,1,0,0,0
Miles Sanders,14,84,0,0,0,0,0,0,137,754,0,1,26,158,0,0,1,0
Jamaal Williams,9,84,0,0,0,0,0,0,153,601,3,0,26,157,0,0,0,0
Emmanuel Sanders,7,83,0,0,0,0,0,0,2,31,0,0,42,626,4,0,0,0
Courtland Sutton,11,83,1,1,16,0,0,0,0,0,0,0,58,776,2,1,0,0
Kareem Hunt,13,82,0,0,0,0,0,0,78,386,5,1,22,174,0,0,0,0
Boston Scott,14,81,0,0,0,0,0,0,87,373,7,0,13,83,0,0,1,0
Kenny Gainwell,14,80,0,0,0,0,0,0,68,291,5,1,33,253,1,0,1,0
Tyler Higbee,11,79,0,0,0,0,0,0,0,0,0,0,61,560,5,0,0,0
T.J. Hockenson,9,79,0,0,0,0,0,0,0,0,0,0,61,583,4,1,0,0
Byron Pringle,12,79,0,0,0,0,0,0,0,0,0,0,42,568,5,0,1,0
Robby Anderson,13,78,0,0,0,0,0,0,3,36,0,0,53,519,5,0,0,0
Jacoby Brissett,14,78,225,141,1283,5,4,1,19,70,1,0,0,0,0,0,3,0
D'Onta Foreman,13,77,0,0,0,0,0,0,133,566,3,0,9,123,0,0,1,0
J.D. McKissic,9,77,0,0,0,0,0,0,48,212,2,0,43,397,2,0,0,0
Kalif Raymond,9,77,0,0,0,0,0,0,4,28,0,0,48,576,4,0,0,0
Odell Beckham Jr.,11,76,0,0,0,0,0,0,2,14,0,0,44,537,5,0,0,0
Antonio Brown,9,76,0,0,0,0,0,0,1,6,0,0,42,545,4,0,0,0
Jared Cook,7,76,0,0,0,0,0,0,0,0,0,0,48,564,4,2,0,0
Jarvis Landry,13,76,0,0,0,0,0,0,6,40,2,0,52,570,2,0,2,0
Mecole Hardman,12,75,0,0,0,0,0,0,8,46,0,0,59,693,2,0,2,0
D'Ernest Johnson,13,75,0,0,0,0,0,0,100,534,3,0,19,137,0,0,0,0
Ty Johnson,6,75,0,0,0,0,0,0,61,238,2,0,34,372,2,0,1,0
Darren Waller,8,74,0,0,0,0,0,0,0,0,0,0,55,665,2,0,0,0
Brandon Bolden,14,73,0,0,0,0,0,0,44,226,1,1,41,405,2,0,0,0
Mark Ingram,6,73,0,0,0,0,0,0,160,554,2,0,27,162,0,0,1,0
Zack Moss,7,72,0,0,0,0,0,0,96,345,4,0,23,197,1,0,1,0
C.J. Uzomah,10,72,0,0,0,0,0,0,0,0,0,0,49,493,5,0,0,0
Cole Beasley,7,71,1,0,0,0,0,0,0,0,0,0,82,693,1,1,0,0
Rex Burkhead,10,71,1,0,0,0,0,0,122,427,3,0,25,186,0,0,0,0
Deonte Harris,6,71,0,0,0,0,0,0,5,41,0,0,36,570,3,0,1,0
Trey Lance,6,71,71,41,603,5,2,0,38,168,1,1,0,0,0,0,0,0
Donovan Peoples-Jones,13,71,0,0,0,0,0,0,0,0,0,0,34,597,3,0,1,0
Tyler Conklin,7,70,0,0,0,0,0,0,0,0,0,0,61,593,3,0,0,0
Bryan Edwards,8,70,0,0,0,0,0,0,1,0,0,0,34,571,3,0,0,0
Corey Davis,6,68,0,0,0,0,0,0,0,0,0,0,34,492,4,0,1,0
Gerald Everett,9,66,0,0,0,0,0,0,3,20,0,0,48,478,4,0,2,0
Quez Watkins,14,65,0,0,0,0,0,0,1,3,0,0,43,647,1,1,0,0
Nick Westbrook,13,64,0,0,0,0,0,0,0,0,0,0,38,476,4,0,1,0
Braxton Berrios,6,63,0,0,0,0,0,0,7,40,2,0,46,431,2,0,1,0
Randall Cobb,13,63,0,0,0,0,0,0,1,1,0,0,28,375,5,0,1,0
Kenyan Drake,8,63,0,0,0,0,0,0,63,254,2,0,30,291,1,0,0,0
David Njoku,13,63,0,0,0,0,0,0,1,1,0,0,36,475,4,0,0,0
Nelson Agholor,14,62,0,0,0,0,0,0,3,11,0,0,37,473,3,0,0,0
Geno Smith,9,62,95,65,702,5,1,0,9,42,1,0,0,0,0,0,1,0
Nyheim Hines,14,61,0,0,0,0,0,0,56,276,2,0,40,310,1,0,2,0
Ronald Jones II,9,61,0,0,0,0,0,0,101,428,4,0,10,64,0,0,2,0
DeVante Parker,14,60,0,0,0,0,0,0,0,0,0,0,40,515,2,0,0,0
Jalen Guyton,7,58,0,0,0,0,0,0,7,34,0,0,31,448,3,0,0,0
Khalil Herbert,10,58,0,0,0,0,0,0,103,433,2,0,14,96,0,0,0,0
Justin Jackson,7,57,0,0,0,0,0,0,68,364,2,0,22,178,0,0,1,0
Laviska Shenault,7,57,0,0,0,0,0,0,11,41,0,0,63,619,0,0,1,0
Marquez Valdes-Scantling,13,57,0,0,0,0,0,0,0,0,0,0,26,430,3,0,0,0
Jordan Howard,14,56,0,0,0,0,0,0,86,406,3,0,2,19,0,0,0,0
Henry Ruggs,8,56,0,0,0,0,0,0,3,16,0,0,24,469,2,0,0,0
Jamison Crowder,6,55,0,0,0,0,0,1,0,0,0,0,51,447,2,1,1,0
Josh Johnson,8,54,85,57,638,5,2,0,9,28,0,1,0,0,0,0,0,0
Zay Jones,8,54,0,0,0,0,0,0,2,3,0,0,47,546,1,0,1,0
Cole Kmet,10,54,0,0,0,0,0,0,1,0,0,0,60,612,0,0,0,0
Freddie Swain,9,54,0,0,0,0,0,0,5,32,0,0,25,343,4,0,0,0
Rashod Bateman,8,53,0,0,0,0,0,0,0,0,0,0,46,515,1,0,0,0
Alex Collins,9,53,0,0,0,0,0,0,108,411,2,0,9,87,0,0,1,0
Michael Gallup,7,53,0,0,0,0,0,0,0,0,0,0,35,445,2,0,0,0
Drew Lock,11,53,111,67,787,2,2,0,10,53,2,0,1,1,0,0,1,0
Josh Palmer,7,53,0,0,0,0,0,0,1,6,0,0,33,353,4,0,0,0
Mike White,6,53,132,88,953,5,8,0,5,-1,0,0,0,0,0,1,0,0
Olamide Zaccheaus,6,53,0,0,0,0,0,0,1,2,0,0,31,406,3,0,0,0
Jauan Jennings,6,52,0,0,0,0,0,0,0,0,0,0,24,282,5,0,0,0
Tre'Quan Smith,6,52,0,0,0,0,0,0,0,0,0,0,32,377,3,0,0,0
Evan Engram,10,51,0,0,0,0,0,0,1,-3,0,0,46,408,3,0,1,0
Dontrell Hilliard,13,51,0,0,0,0,0,0,56,350,2,0,19,87,0,0,1,0
DeSean Jackson,8,51,0,0,0,0,0,0,1,4,0,0,20,454,2,0,1,0
DeAndre Carter,9,50,0,0,0,0,0,0,10,89,0,0,24,296,3,0,0,0
Duke Johnson,14,50,0,0,0,0,0,0,71,330,3,0,4,41,0,0,0,0
Foster Moreau,8,50,0,0,0,0,0,0,0,0,0,0,30,373,3,0,0,0
Mo Alie-Cox,14,49,0,0,0,0,0,0,0,0,0,0,24,316,4,0,0,0
Austin Hooper,13,49,0,0,0,0,0,0,0,0,0,0,38,345,3,1,0,0
Zach Pascal,14,49,0,0,0,0,0,0,2,21,0,0,38,384,3,0,1,0
Jack Doyle,14,48,0,0,0,0,0,0,0,0,0,0,29,302,3,1,0,0
Kenny Golladay,10,47,0,0,0,0,0,0,0,0,0,0,37,521,0,0,0,0
Josh Reynolds,9,47,0,0,0,0,0,0,0,0,0,0,29,396,2,0,0,0
T.Y. Hilton,14,46,0,0,0,0,0,0,0,0,0,0,23,331,3,0,0,0
Colt McCoy,12,46,99,74,740,3,1,0,22,37,0,0,0,0,0,0,1,0
Rondale Moore,12,46,0,0,0,0,0,0,18,76,0,0,54,435,1,0,1,0
Samaje Perine,10,46,0,0,0,0,0,0,55,246,1,0,27,196,1,0,0,0
Mack Hollins,14,45,0,0,0,0,0,0,0,0,0,0,14,223,4,0,0,0
Laquon Treadwell,7,45,0,0,0,0,0,0,0,0,0,0,33,434,1,0,0,0
Keelan Cole,6,44,1,0,0,0,0,0,0,0,0,0,28,449,1,0,0,0
Allen Robinson,10,44,0,0,0,0,0,0,0,0,0,0,38,410,1,1,0,0
Nico Collins,10,43,0,0,0,0,0,0,0,0,0,0,33,446,1,0,0,0
Julio Jones,13,43,0,0,0,0,0,0,0,0,0,0,31,434,1,0,0,0
Ameer Abdullah,13,42,0,0,0,0,0,0,51,166,0,0,38,289,1,0,0,0
Cameron Brate,9,42,0,0,0,0,0,0,0,0,0,0,30,245,4,0,0,0
Chris Carson,9,42,0,0,0,0,0,0,54,232,3,0,6,29,0,0,1,0
Devin Duvernay,8,42,0,0,0,0,0,0,7,50,0,0,33,272,2,0,0,1
Derrick Gore,12,42,0,0,0,0,0,0,51,256,2,0,8,105,0,0,0,0
Jerry Jeudy,11,42,0,0,0,0,0,0,2,3,0,0,38,467,0,0,0,0
Danny Amendola,10,41,1,0,0,0,0,0,0,0,0,0,24,248,3,1,0,0
Jamal Agnew,7,40,0,0,0,0,0,0,7,111,1,0,24,229,1,0,0,0
Chris Conley,10,40,0,0,0,0,0,0,1,3,0,0,22,323,2,0,1,0
Gardner Minshew,14,40,60,41,439,4,1,0,9,21,0,0,0,0,0,0,0,0
Jalen Reagor,14,40,0,0,0,0,0,0,10,32,0,0,33,299,2,0,0,0
Darius Slayton,10,40,0,0,0,0,0,0,1,-13,0,0,26,339,2,0,1,0
Damien Williams,10,40,0,0,0,0,0,0,40,164,2,0,16,103,1,0,0,0
Jeffery Wilson,6,40,0,0,0,0,0,0,79,294,2,0,7,31,0,0,0,0
Albert Okwuegbunam,11,39,0,0,0,0,0,0,0,0,0,0,33,330,2,0,1,0
Jaret Patterson,9,39,0,0,0,0,0,0,68,266,2,0,10,73,0,0,0,0
Calvin Ridley,6,39,0,0,0,0,0,0,0,0,0,0,31,281,2,0,0,0
Sterling Shepard,10,39,0,0,0,0,0,0,1,-9,0,0,36,366,1,0,0,0
Anthony Firkser,13,38,0,0,0,0,0,0,0,0,0,0,34,291,2,0,1,1
David Johnson,10,38,0,0,0,0,0,0,67,228,0,0,32,225,1,0,1,0
Sammy Watkins,8,38,0,0,0,0,0,0,0,0,0,0,27,394,1,0,1,0
Jeremy McNichols,13,37,0,0,0,0,0,0,41,156,0,0,28,240,1,0,0,0
Demarcus Robinson,12,37,0,0,0,0,0,0,0,0,0,0,25,264,3,0,0,0
Kadarius Toney,10,37,3,1,19,0,0,0,3,6,0,0,39,420,0,0,0,0
James Washington,7,37,0,0,0,0,0,0,2,13,0,0,24,285,2,0,0,0
Dan Arnold,7,36,0,0,0,0,0,0,0,0,0,0,35,408,0,1,1,0
Peyton Barber,8,36,0,0,0,0,0,0,55,212,2,0,10,67,0,0,0,0
Harrison Bryant,13,36,0,0,0,0,0,0,0,0,0,0,21,233,3,0,0,0
Damiere Byrd,10,36,0,0,0,0,0,0,0,0,0,0,26,329,1,1,1,0
Mike Glennon,10,36,167,90,790,4,10,0,7,33,1,0,0,0,0,0,3,0
Juwan Johnson,6,36,0,0,0,0,0,0,0,0,0,0,13,159,4,0,0,0
Kyle Juszczyk,6,35,0,0,0,0,0,0,8,22,1,0,30,296,1,0,0,0
Logan Thomas,9,35,0,0,0,0,0,0,0,0,0,0,18,196,3,0,1,0
Antoine Wesley,12,35,0,0,0,0,0,0,0,0,0,0,19,208,3,0,0,0
Marquise Goodwin,10,34,0,0,0,0,0,0,2,-1,0,0,20,313,1,0,0,0
Cyril Grayson,9,34,0,0,0,0,0,0,1,14,0,0,10,212,2,0,0,0
Hayden Hurst,6,34,0,0,0,0,0,0,0,0,0,0,26,221,3,0,1,0
Phillip Lindsay,14,34,0,0,0,0,0,0,88,249,1,0,4,45,1,0,0,0
Ricky Seals-Jones,9,34,0,0,0,0,0,0,0,0,0,0,30,271,2,0,0,0
Jimmy Graham,10,33,0,0,0,0,0,0,0,0,0,0,14,167,3,1,0,0
Lil'Jordan Humphrey,6,33,0,0,0,0,0,0,0,0,0,0,13,249,2,0,0,0
Case Keenum,13,33,72,47,462,3,1,0,12,22,0,0,0,0,0,0,1,0
Donald Parham,7,33,0,0,0,0,0,0,0,0,0,0,20,190,3,1,0,0
Matt Breida,7,32,0,0,0,0,0,0,26,125,1,0,7,72,2,0,1,0
Quintez Cephus,9,32,0,0,0,0,0,0,0,0,0,0,15,204,2,1,0,0
Tevin Coleman,6,32,0,0,0,0,0,0,84,356,0,0,11,49,0,0,0,0
DeeJay Dallas,9,32,0,0,0,0,0,0,33,138,2,0,21,133,0,0,0,0
Travis Homer,9,32,0,0,0,0,0,0,21,177,1,0,16,161,0,0,0,0
Adam Humphries,9,32,0,0,0,0,0,0,0,0,0,0,41,383,0,0,0,0
Chris Moore,10,32,0,0,0,0,0,0,0,0,0,0,21,227,2,0,0,0
Geoff Swaim,13,32,0,0,0,0,0,0,0,0,0,0,31,210,3,0,0,0
Adam Trautman,6,32,0,0,0,0,0,0,0,0,0,0,27,263,2,0,1,0
Giovani Bernard,9,31,0,0,0,0,0,0,8,58,0,0,23,123,3,0,0,0
Josiah Deguara,13,31,0,0,0,0,0,0,0,0,0,0,25,245,2,0,0,0
Ryan Griffin,6,31,0,0,0,0,0,0,0,0,0,0,27,261,2,0,0,0
Brevin Jordan,10,31,0,0,0,0,0,0,0,0,0,0,20,178,3,0,0,0
MyCole Pruitt,13,31,0,0,0,0,0,0,0,0,0,0,14,145,3,1,0,0
Malik Turner,7,31,0,0,0,0,0,0,0,0,0,0,12,149,3,0,0,0
Le'Veon Bell,9,30,0,0,0,0,0,0,39,101,2,1,5,30,1,0,0,0
Carlos Hyde,7,30,0,0,0,0,0,0,72,253,1,0,12,65,0,0,2,0
Tyler Johnson,9,30,0,0,0,0,0,0,0,0,0,0,36,360,0,0,0,0
Dare Ogunbowale,7,30,0,0,0,0,0,0,43,137,1,0,13,114,1,0,0,0
Chester Rogers,13,30,0,0,0,0,0,0,1,9,0,0,30,301,1,0,1,0
Cooper Rush,7,30,47,30,422,3,1,0,9,-8,0,0,0,0,0,0,1,0
Tim Boyle,9,29,94,61,526,3,6,1,2,13,0,0,0,0,0,0,0,0
Ashton Dulin,14,29,0,0,0,0,0,0,3,32,0,0,13,173,2,0,0,0
Chris Evans,10,29,0,0,0,0,0,0,17,77,0,0,15,151,2,0,0,0
Joe Flacco,6,29,42,27,338,3,0,0,2,3,0,0,0,0,0,0,1,0
Cam Sims,9,29,0,0,0,0,0,0,1,7,0,0,15,211,2,0,0,0
Jonnu Smith,14,29,0,0,0,0,0,0,9,40,0,0,28,294,1,0,0,0
Durham Smythe,14,29,0,0,0,0,0,0,2,3,0,0,34,357,0,0,0,0
Ke'Shawn Vaughn,9,29,0,0,0,0,0,0,36,180,2,0,4,26,0,0,0,0
Demetric Felton,13,28,0,0,0,0,0,0,7,24,0,0,18,181,2,0,0,0
Rashard Higgins,13,28,0,0,0,0,0,0,0,0,0,0,24,275,1,0,0,0
Robert Tonyan,13,28,0,0,0,0,0,0,0,0,0,0,18,204,2,0,0,0
Ty'Son Williams,8,28,0,0,0,0,0,0,35,185,1,0,9,84,0,0,0,0
Isaiah Ford,14,27,0,0,0,0,0,0,0,0,0,0,12,161,2,0,0,0
Isaiah McKenzie,7,27,0,0,0,0,0,0,9,47,1,0,20,178,1,0,1,0
Tommy Tremble,13,27,0,0,0,0,0,0,3,11,1,0,20,180,1,1,0,0
Brandon Zylstra,13,27,1,0,0,0,0,0,0,0,0,0,18,250,1,0,0,0
John Ross,10,26,0,0,0,0,0,0,1,16,0,0,11,224,1,0,0,0
Kyle Rudolph,10,26,0,0,0,0,0,0,0,0,0,0,26,257,1,1,0,0
John Bates,9,25,0,0,0,0,0,0,0,0,0,0,20,249,1,0,0,0
D.J. Chark,7,25,0,0,0,0,0,0,0,0,0,0,7,154,2,0,0,0
Greg Ward,14,25,2,1,2,0,0,0,0,0,0,0,7,95,3,0,0,0
Craig Reynolds,9,24,0,0,0,0,0,0,55,230,0,0,7,52,0,0,0,0
Tavon Austin,7,23,0,0,0,0,0,0,3,21,0,0,24,213,1,0,1,0
Jakeem Grant,10,23,0,0,0,0,0,0,5,33,0,0,11,132,2,0,3,0
Jordan Love,13,23,62,36,411,2,3,0,12,27,0,1,0,0,0,0,1,0
Ray Ray McCloud,7,23,0,0,0,0,0,0,2,15,0,0,39,277,0,0,1,0
James O'Shaughnessy,7,23,0,0,0,0,0,0,0,0,0,0,24,244,0,1,0,0
Maxx Williams,12,23,0,0,0,0,0,0,0,0,0,0,16,193,1,0,0,0
Elijhaa Penny,10,22,0,0,0,0,0,0,24,99,1,1,9,30,1,0,0,0
Trey Sermon,6,22,0,0,0,0,0,0,41,167,1,0,3,26,0,0,0,0
Ihmir Smith-Marsette,7,22,0,0,0,0,0,0,0,0,0,0,5,116,2,0,0,0
Brock Wright,9,22,0,0,0,0,0,0,0,0,0,0,12,117,2,0,0,0
Will Dissly,9,21,0,0,0,0,0,0,0,0,0,0,21,231,1,0,0,0
JaMycal Hasty,6,21,0,0,0,0,0,0,16,68,1,0,23,157,0,0,1,0
Adrian Peterson,9,21,0,0,0,0,0,0,38,98,2,0,4,8,0,0,0,0
Parris Campbell,14,20,0,0,0,0,0,0,0,0,0,0,10,162,1,0,0,0
Corey Clement,7,20,0,0,0,0,0,0,33,140,0,0,6,29,1,0,0,0
Kendall Hinton,11,20,1,1,1,0,0,0,0,0,0,0,15,175,1,0,0,0
Breshad Perriman,9,20,0,0,0,0,0,0,1,-3,0,0,11,167,1,0,0,0
Anthony Schwartz,13,20,0,0,0,0,0,0,6,39,0,0,10,135,1,0,0,0
Godwin Igwebuike,9,19,0,0,0,0,0,0,18,118,1,0,7,60,0,0,2,0
Blake Jarwin,7,19,0,0,0,0,0,0,0,0,0,0,11,96,2,0,0,0
Jermar Jefferson,9,19,0,0,0,0,0,0,15,74,2,0,4,23,0,0,0,0
